game_id,league_id,home_team,away_team,attendance,date,time,game_type,played,innings,runs0,runs1,hits0,hits1,errors0,errors1,winning_pitcher,losing_pitcher,save_pitcher,starter0,starter1
1061,100,16,13,0,"2011-6-17",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,100,8,27,0,"2011-6-17",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,100,29,6,0,"2011-6-17",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,100,19,5,0,"2011-6-17",1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,100,15,3,0,"2011-6-17",2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,100,10,28,0,"2011-6-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,100,22,21,0,"2011-6-17",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,100,11,25,0,"2011-6-17",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,100,30,1,0,"2011-6-18",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,100,2,23,0,"2011-6-18",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,100,17,9,0,"2011-6-18",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,100,16,13,0,"2011-6-18",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,100,4,26,0,"2011-6-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,100,24,7,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,100,12,20,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,100,8,27,0,"2011-6-18",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,100,18,14,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,100,29,6,0,"2011-6-18",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,100,15,3,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,100,19,5,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,100,10,28,0,"2011-6-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,100,22,21,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,100,11,25,0,"2011-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,100,17,9,0,"2011-6-19",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,100,4,26,0,"2011-6-19",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,100,24,7,0,"2011-6-19",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,100,18,14,0,"2011-6-19",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,100,30,1,0,"2011-6-19",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,100,2,23,0,"2011-6-19",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,100,16,13,0,"2011-6-19",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,100,12,20,0,"2011-6-19",1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,100,8,27,0,"2011-6-19",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,100,29,6,0,"2011-6-19",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,100,19,5,0,"2011-6-19",1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,100,10,28,0,"2011-6-19",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,100,15,3,0,"2011-6-19",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,100,22,21,0,"2011-6-19",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,100,11,25,0,"2011-6-19",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,100,26,1,0,"2011-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,100,4,19,0,"2011-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,100,20,7,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,100,18,9,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,100,2,27,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,100,16,14,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,100,13,21,0,"2011-6-20",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,100,3,17,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,100,23,12,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,100,22,5,0,"2011-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,100,26,1,0,"2011-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,100,4,19,0,"2011-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,100,30,11,0,"2011-6-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,100,20,7,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,100,18,9,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,100,24,10,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,100,2,27,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,100,16,14,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,100,13,21,0,"2011-6-21",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,100,6,15,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,100,3,17,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,100,23,12,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,100,29,25,0,"2011-6-21",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,100,22,5,0,"2011-6-21",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,100,28,8,0,"2011-6-21",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,100,26,1,0,"2011-6-22",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,100,18,9,0,"2011-6-22",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,100,16,14,0,"2011-6-22",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,100,2,27,0,"2011-6-22",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,100,23,12,0,"2011-6-22",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,100,22,5,0,"2011-6-22",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,100,4,19,0,"2011-6-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,100,30,11,0,"2011-6-22",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,100,20,7,0,"2011-6-22",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,100,24,10,0,"2011-6-22",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,100,13,21,0,"2011-6-22",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,100,6,15,0,"2011-6-22",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,100,3,17,0,"2011-6-22",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,100,29,25,0,"2011-6-22",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,100,28,8,0,"2011-6-22",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,100,30,11,0,"2011-6-23",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,100,24,10,0,"2011-6-23",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,100,28,8,0,"2011-6-23",1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,100,6,15,0,"2011-6-23",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,100,29,25,0,"2011-6-23",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,100,5,15,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,100,26,2,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,100,1,18,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,100,9,19,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,100,25,10,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,100,13,24,0,"2011-6-24",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,100,21,12,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,100,6,17,0,"2011-6-24",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,100,23,8,0,"2011-6-24",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,100,3,30,0,"2011-6-24",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,100,29,14,0,"2011-6-24",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,100,27,16,0,"2011-6-24",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,100,22,7,0,"2011-6-24",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,100,20,11,0,"2011-6-24",2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,100,28,4,0,"2011-6-24",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,100,9,19,0,"2011-6-25",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,100,22,7,0,"2011-6-25",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,100,13,24,0,"2011-6-25",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,100,3,30,0,"2011-6-25",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,100,5,15,0,"2011-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,100,26,2,0,"2011-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,100,1,18,0,"2011-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,100,25,10,0,"2011-6-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,100,21,12,0,"2011-6-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,100,6,17,0,"2011-6-25",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,100,23,8,0,"2011-6-25",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,100,29,14,0,"2011-6-25",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,100,27,16,0,"2011-6-25",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,100,28,4,0,"2011-6-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,100,20,11,0,"2011-6-25",2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100,5,15,0,"2011-6-26",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,100,26,2,0,"2011-6-26",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,100,1,18,0,"2011-6-26",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,100,25,10,0,"2011-6-26",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,100,9,19,0,"2011-6-26",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,100,21,12,0,"2011-6-26",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,100,6,17,0,"2011-6-26",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,100,23,8,0,"2011-6-26",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,100,3,30,0,"2011-6-26",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,100,29,14,0,"2011-6-26",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,100,27,16,0,"2011-6-26",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,100,28,4,0,"2011-6-26",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,100,22,7,0,"2011-6-26",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,100,20,11,0,"2011-6-26",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,100,13,24,0,"2011-6-26",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,100,12,18,0,"2011-6-27",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,100,8,22,0,"2011-6-27",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,100,15,4,0,"2011-6-27",2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,100,27,6,0,"2011-6-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,100,7,30,0,"2011-6-27",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,100,11,16,0,"2011-6-27",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,100,25,2,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,100,9,23,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,100,5,24,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,100,1,29,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,100,14,26,0,"2011-6-28",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,100,12,18,0,"2011-6-28",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,100,17,28,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,100,21,13,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,100,8,22,0,"2011-6-28",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,100,19,3,0,"2011-6-28",1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,100,15,4,0,"2011-6-28",2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,100,10,20,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,100,27,6,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,100,7,30,0,"2011-6-28",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,100,11,16,0,"2011-6-28",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,100,12,18,0,"2011-6-29",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,100,8,22,0,"2011-6-29",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,100,27,6,0,"2011-6-29",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,100,11,16,0,"2011-6-29",1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,100,25,2,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,100,9,23,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,100,5,24,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,100,1,29,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,100,7,30,0,"2011-6-29",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,100,14,26,0,"2011-6-29",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,100,17,28,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,100,21,13,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,100,19,3,0,"2011-6-29",1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,100,15,4,0,"2011-6-29",2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,100,10,20,0,"2011-6-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,100,25,2,0,"2011-6-30",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,100,9,23,0,"2011-6-30",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,100,5,24,0,"2011-6-30",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,100,17,28,0,"2011-6-30",1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,100,19,3,0,"2011-6-30",1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,100,10,20,0,"2011-6-30",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,100,1,29,0,"2011-6-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,100,14,26,0,"2011-6-30",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,100,21,13,0,"2011-6-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,100,14,25,0,"2011-7-1",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,100,17,3,0,"2011-7-1",1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,100,30,26,0,"2011-7-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,100,5,28,0,"2011-7-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,100,18,4,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,100,24,9,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,100,12,29,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,100,16,1,0,"2011-7-1",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,100,21,2,0,"2011-7-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,100,13,20,0,"2011-7-1",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,100,19,6,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,100,8,23,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,100,10,15,0,"2011-7-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,100,7,22,0,"2011-7-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,100,11,27,0,"2011-7-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,100,14,25,0,"2011-7-2",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,100,17,3,0,"2011-7-2",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,100,24,9,0,"2011-7-2",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,100,21,2,0,"2011-7-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,100,30,26,0,"2011-7-2",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,100,5,28,0,"2011-7-2",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,100,16,1,0,"2011-7-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,100,18,4,0,"2011-7-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,100,8,23,0,"2011-7-2",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,100,12,29,0,"2011-7-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,100,13,20,0,"2011-7-2",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,100,19,6,0,"2011-7-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,100,10,15,0,"2011-7-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,100,7,22,0,"2011-7-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,100,11,27,0,"2011-7-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,100,5,28,0,"2011-7-3",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,100,14,25,0,"2011-7-3",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,100,18,4,0,"2011-7-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,100,24,9,0,"2011-7-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,100,16,1,0,"2011-7-3",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,100,30,26,0,"2011-7-3",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,100,12,29,0,"2011-7-3",1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,100,21,2,0,"2011-7-3",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,100,8,23,0,"2011-7-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,100,17,3,0,"2011-7-3",1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,100,19,6,0,"2011-7-3",1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,100,7,22,0,"2011-7-3",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,100,10,15,0,"2011-7-3",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,100,11,27,0,"2011-7-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,100,13,20,0,"2011-7-3",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,100,30,17,0,"2011-7-4",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,100,26,21,0,"2011-7-4",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,100,2,14,0,"2011-7-4",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,100,8,12,0,"2011-7-4",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,100,10,11,0,"2011-7-4",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,100,23,15,0,"2011-7-4",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,100,28,27,0,"2011-7-4",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,100,20,25,0,"2011-7-4",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,100,29,18,0,"2011-7-4",1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,100,4,9,0,"2011-7-4",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,100,16,19,0,"2011-7-4",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,100,3,6,0,"2011-7-4",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,100,13,1,0,"2011-7-4",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,100,22,24,0,"2011-7-4",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,100,7,5,0,"2011-7-4",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,100,30,17,0,"2011-7-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,100,26,21,0,"2011-7-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,100,4,9,0,"2011-7-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,100,16,19,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,100,20,25,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,100,2,14,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,100,13,1,0,"2011-7-5",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,100,23,15,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,100,3,6,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,100,8,12,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,100,29,18,0,"2011-7-5",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,100,7,5,0,"2011-7-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,100,10,11,0,"2011-7-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,100,22,24,0,"2011-7-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,100,28,27,0,"2011-7-5",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,100,8,12,0,"2011-7-6",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,100,23,15,0,"2011-7-6",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,100,3,6,0,"2011-7-6",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,100,7,5,0,"2011-7-6",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,100,10,11,0,"2011-7-6",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,100,30,17,0,"2011-7-6",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,100,26,21,0,"2011-7-6",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,100,4,9,0,"2011-7-6",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,100,16,19,0,"2011-7-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,100,20,25,0,"2011-7-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,100,2,14,0,"2011-7-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,100,13,1,0,"2011-7-6",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,100,29,18,0,"2011-7-6",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,100,22,24,0,"2011-7-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,100,28,27,0,"2011-7-6",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,100,16,19,0,"2011-7-7",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,100,30,17,0,"2011-7-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,100,9,12,0,"2011-7-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,100,4,14,0,"2011-7-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,100,2,1,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,100,20,21,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,100,23,18,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,100,6,5,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,100,3,8,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,100,29,15,0,"2011-7-7",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,100,7,11,0,"2011-7-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,100,22,24,0,"2011-7-7",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,100,28,27,0,"2011-7-7",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,100,25,16,0,"2011-7-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,100,26,17,0,"2011-7-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
